000001,Australia and Oceania       ,Office Supplies,Online ,H,20160306,517073523,0303126.25
008918,Sub-Saharan Africa          ,Personal Care  ,Offline,H,20130905,835651719,0169631.14
008919,Asia                        ,Clothes        ,Offline,L,20170328,634938800,0099511.20
008920,Middle East and North Africa,Office Supplies,Offline,H,20150215,756303822,0752828.75
008921,Sub-Saharan Africa          ,Baby Food      ,Online ,L,20170405,943545615,0476424.19
008922,Sub-Saharan Africa          ,Household      ,Offline,H,20130908,560775506,0793681.00
008923,Sub-Saharan Africa          ,Meat           ,Offline,C,20111230,842417323,0506849.19
008924,Europe                      ,Personal Care  ,Online ,M,20100801,843207395,0066684.66
008925,Europe                      ,Clothes        ,Offline,L,20140910,588194549,0638413.94
008926,Sub-Saharan Africa          ,Baby Food      ,Offline,H,20200520,622740113,0143118.98
008927,Middle East and North Africa,Cereal         ,Offline,M,20191115,662517917,0232903.11
008928,Asia                        ,Personal Care  ,Online ,M,20170728,943514287,0142816.94
008929,Central America and the Cari,Vegetables     ,Offline,C,20140118,872028052,0084215.42
008930,Middle East and North Africa,Clothes        ,Online ,L,20110518,374670541,0161127.36
008931,Sub-Saharan Africa          ,Meat           ,Online ,H,20180624,348365581,0455998.41
008932,Europe                      ,Household      ,Online ,H,20130913,410349500,0064800.43
008933,Europe                      ,Beverages      ,Online ,L,20140429,248171126,0128505.96
008934,Sub-Saharan Africa          ,Fruits         ,Online ,H,20170928,969691789,0005311.64
008935,Central America and the Cari,Baby Food      ,Online ,L,20170703,153085315,0019267.86
008936,Australia and Oceania       ,Cereal         ,Offline,C,20190512,396838033,0181343.73
008937,Central America and the Cari,Clothes        ,Offline,L,20140710,769748771,0339439.69
008938,Sub-Saharan Africa          ,Household      ,Online ,H,20170203,860928857,1132764.50
008939,Europe                      ,Snacks         ,Online ,M,20151213,329802119,0255353.34
008940,Asia                        ,Baby Food      ,Offline,H,20120226,256104886,0573434.50
008941,Middle East and North Africa,Baby Food      ,Offline,M,20130820,889885985,0564903.00
008942,Europe                      ,Cosmetics      ,Offline,M,20190214,301506745,0243591.88
008943,Europe                      ,Vegetables     ,Online ,M,20121021,231640994,0414953.50
008944,Europe                      ,Household      ,Online ,M,20120621,241275060,1244135.13
008945,Sub-Saharan Africa          ,Beverages      ,Offline,M,20100830,861707770,0114834.78
008946,Europe                      ,Cereal         ,Online ,H,20120217,444550454,0107459.67
008947,Middle East and North Africa,Meat           ,Online ,H,20171009,111726939,0076590.80
008948,Sub-Saharan Africa          ,Vegetables     ,Online ,M,20190423,605473554,0122093.42
008949,Sub-Saharan Africa          ,Household      ,Offline,H,20150419,938339126,0705015.44
008950,Australia and Oceania       ,Meat           ,Online ,H,20160702,643184983,0090604.80
008951,Australia and Oceania       ,Clothes        ,Online ,M,20190224,223184955,0311605.91
008952,Middle East and North Africa,Cosmetics      ,Offline,M,20100409,701825368,0795803.00
008953,Europe                      ,Personal Care  ,Offline,H,20151102,472905051,0049343.14
008954,Europe                      ,Household      ,Offline,L,20200717,250535333,1297168.75
008955,Middle East and North Africa,Cosmetics      ,Offline,H,20151207,819140040,0103626.52
008956,Sub-Saharan Africa          ,Vegetables     ,Offline,M,20160611,783455502,0047221.24
008957,Europe                      ,Snacks         ,Offline,C,20110415,618530547,0319205.47
008958,Europe                      ,Beverages      ,Online ,L,20120721,419726502,0082277.64
008959,Europe                      ,Baby Food      ,Online ,L,20171024,352717196,0547456.44
008960,Australia and Oceania       ,Cosmetics      ,Offline,M,20150608,203488957,1001317.31
008961,Australia and Oceania       ,Household      ,Online ,H,20110501,728340613,0170370.44
008962,Middle East and North Africa,Office Supplies,Online ,C,20121203,503883492,1158722.50
008963,Australia and Oceania       ,Meat           ,Offline,L,20130205,877041423,0280394.41
008964,Middle East and North Africa,Snacks         ,Offline,H,20161206,115050733,0271454.22
008965,North America               ,Cosmetics      ,Offline,H,20141221,155460250,0521088.38
008966,Middle East and North Africa,Fruits         ,Online ,C,20200825,756131303,0011833.10
008967,Middle East and North Africa,Beverages      ,Online ,M,20110624,845237720,0054481.14
008968,Sub-Saharan Africa          ,Meat           ,Offline,H,20191209,771265828,0203231.59
008969,Europe                      ,Clothes        ,Online ,L,20100706,953014457,0514887.84
008970,Australia and Oceania       ,Snacks         ,Offline,M,20130503,529594933,0428106.97
008971,Europe                      ,Office Supplies,Online ,L,20111212,510431087,0852945.00
008972,Europe                      ,Meat           ,Online ,H,20121002,625259244,0398112.00
008973,Europe                      ,Office Supplies,Offline,H,20180502,674128234,1057975.00
008974,Central America and the Cari,Fruits         ,Offline,M,20110518,977399384,0007357.73
008975,Europe                      ,Cosmetics      ,Online ,L,20130703,125746524,0007998.02
008976,Asia                        ,Beverages      ,Online ,M,20151007,830155980,0007156.62
008977,Europe                      ,Personal Care  ,Online ,H,20160119,471926581,0060595.08
008978,Sub-Saharan Africa          ,Snacks         ,Offline,H,20131005,552669656,0335692.31
008979,Asia                        ,Meat           ,Online ,M,20150224,844309031,0495352.00
008980,North America               ,Cereal         ,Online ,L,20170410,739081037,0829025.25
008981,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20130508,599534499,0280044.69
008982,Sub-Saharan Africa          ,Household      ,Offline,M,20190629,408530747,0361457.13
008983,Middle East and North Africa,Meat           ,Offline,H,20151117,219243609,0452509.19
008984,Asia                        ,Cosmetics      ,Offline,C,20160412,605159413,1560135.50
008985,Central America and the Cari,Baby Food      ,Online ,L,20191206,410076987,0934443.25
008986,Asia                        ,Cereal         ,Offline,M,20161113,798107659,0588857.75
008987,Asia                        ,Personal Care  ,Offline,M,20140908,303675258,0077986.72
008988,Australia and Oceania       ,Office Supplies,Offline,L,20111012,681516110,0582896.25
008989,Sub-Saharan Africa          ,Clothes        ,Offline,C,20130523,156679046,0269231.03
008990,Australia and Oceania       ,Cosmetics      ,Online ,H,20150803,174525392,0834054.38
008991,Australia and Oceania       ,Clothes        ,Online ,L,20100729,450728976,0703188.00
008992,Sub-Saharan Africa          ,Baby Food      ,Online ,M,20130618,321276128,0153471.86
008993,Central America and the Cari,Clothes        ,Online ,M,20140216,992465674,0110380.32
008994,Australia and Oceania       ,Vegetables     ,Offline,L,20140822,590908944,0122661.59
008995,Europe                      ,Vegetables     ,Offline,C,20130326,913529765,0164958.69
008996,Sub-Saharan Africa          ,Cosmetics      ,Offline,M,20200430,677564465,0910557.19
008997,Sub-Saharan Africa          ,Fruits         ,Online ,M,20100609,470561873,0020653.70
008998,Europe                      ,Personal Care  ,Online ,C,20130111,500383317,0085153.88
008999,Asia                        ,Personal Care  ,Offline,C,20101218,145202624,0188902.28
009000,Central America and the Cari,Cosmetics      ,Offline,C,20200906,203506124,0145876.94
009001,Sub-Saharan Africa          ,Meat           ,Online ,L,20120105,644092643,0010353.20
009002,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20200610,156073510,0282506.75
009003,Sub-Saharan Africa          ,Household      ,Offline,C,20130617,198872554,1601449.00
009004,Europe                      ,Cosmetics      ,Online ,L,20130709,952226102,0646622.50
009005,Central America and the Cari,Household      ,Offline,L,20171107,866182982,0273123.03
009006,North America               ,Household      ,Online ,L,20140629,711104524,0080544.78
009007,Europe                      ,Snacks         ,Offline,L,20190919,427664554,0237102.00
009008,Sub-Saharan Africa          ,Office Supplies,Offline,L,20190323,476849400,1160111.25
009009,Asia                        ,Cereal         ,Online ,L,20160404,489957892,0733791.00
009010,Sub-Saharan Africa          ,Beverages      ,Online ,M,20150725,618601357,0105595.38
009011,Europe                      ,Fruits         ,Online ,L,20180115,184703624,0016296.42
009012,Asia                        ,Cosmetics      ,Offline,C,20150529,830501019,0445454.94
009013,Europe                      ,Snacks         ,Online ,L,20161202,668542373,0297700.88
009014,Europe                      ,Cosmetics      ,Online ,H,20111215,131689012,1488327.25
009015,Central America and the Cari,Cosmetics      ,Online ,L,20180214,623114764,0410507.06
009016,Central America and the Cari,Meat           ,Offline,C,20111005,466305959,0523380.00
009017,Sub-Saharan Africa          ,Cosmetics      ,Online ,C,20181104,755061423,1444685.88
009018,Europe                      ,Household      ,Offline,L,20130513,403492486,0206831.05
009019,Asia                        ,Clothes        ,Offline,L,20181216,196022975,0470676.97
009020,Sub-Saharan Africa          ,Snacks         ,Online ,H,20171222,537389218,0235282.38
009021,Middle East and North Africa,Vegetables     ,Online ,C,20100427,102640044,0146777.25
009022,Europe                      ,Clothes        ,Offline,H,20181014,787136781,0008812.80
009023,Sub-Saharan Africa          ,Vegetables     ,Online ,L,20190718,956553256,0266408.59
009024,Middle East and North Africa,Cosmetics      ,Offline,C,20110830,396875798,0560383.00
009025,North America               ,Personal Care  ,Online ,H,20110929,764403235,0069140.54
009026,Europe                      ,Meat           ,Online ,L,20160710,635746896,0027970.80
009027,Europe                      ,Baby Food      ,Online ,C,20181118,457830607,0106021.16
009028,Middle East and North Africa,Beverages      ,Offline,H,20130314,297890698,0020859.12
009029,Europe                      ,Cereal         ,Online ,L,20110602,293475997,0436217.16
009030,Europe                      ,Fruits         ,Online ,H,20160408,202447831,0018477.47
009031,Asia                        ,Cereal         ,Offline,H,20151219,752980029,0210667.02
009032,Asia                        ,Cosmetics      ,Offline,C,20101125,493558919,0679310.06
009033,Middle East and North Africa,Cereal         ,Online ,H,20190111,742983329,0366142.47
009034,Central America and the Cari,Cereal         ,Offline,L,20170108,640364587,0617117.94
009035,Europe                      ,Clothes        ,Offline,C,20200626,295126521,0246097.44
009036,Middle East and North Africa,Fruits         ,Online ,H,20140614,337005460,0015084.19
009037,Middle East and North Africa,Clothes        ,Online ,H,20120310,566050231,0418387.69
009038,Middle East and North Africa,Office Supplies,Online ,M,20171010,402622163,0467125.00
009039,Sub-Saharan Africa          ,Fruits         ,Offline,L,20100120,237395083,0022497.35
009040,Asia                        ,Fruits         ,Online ,H,20120227,981355321,0008921.82
009041,Asia                        ,Vegetables     ,Offline,H,20110414,915801703,0311230.91
009042,Sub-Saharan Africa          ,Fruits         ,Online ,H,20170712,642345559,0007663.80
009043,Sub-Saharan Africa          ,Clothes        ,Online ,L,20151002,832910716,0414568.81
009044,Middle East and North Africa,Meat           ,Offline,L,20130916,879733502,0088545.60
009045,Asia                        ,Cereal         ,Offline,M,20150424,245362746,0632886.94
009046,Sub-Saharan Africa          ,Beverages      ,Offline,C,20150413,712659776,0011259.54
009047,Europe                      ,Meat           ,Online ,C,20150309,534798419,0434205.19
009048,Sub-Saharan Africa          ,Cosmetics      ,Offline,C,20180207,285265004,0888301.81
009049,Europe                      ,Cosmetics      ,Offline,C,20120728,607858359,1330279.38
009050,Europe                      ,Personal Care  ,Offline,H,20100110,866689813,0040847.80
009051,Europe                      ,Clothes        ,Online ,M,20180117,496183192,0035838.72
009052,Europe                      ,Meat           ,Online ,C,20130823,351074826,0554725.63
009053,Australia and Oceania       ,Snacks         ,Offline,C,20121005,456413543,0097322.10
009054,Europe                      ,Personal Care  ,Online ,M,20110617,457560670,0030698.50
009055,Sub-Saharan Africa          ,Household      ,Offline,M,20120821,970190036,1598631.63
009056,Europe                      ,Household      ,Online ,L,20100109,430287969,0103912.71
009057,Sub-Saharan Africa          ,Fruits         ,Offline,H,20141116,944153296,0011558.36
009058,Sub-Saharan Africa          ,Baby Food      ,Online ,C,20180729,638397347,0461757.63
009059,Europe                      ,Meat           ,Online ,L,20190508,409943950,0021678.80
009060,Middle East and North Africa,Beverages      ,Offline,C,20161206,776029431,0050252.94
009061,Middle East and North Africa,Clothes        ,Offline,L,20171129,524202620,0151212.95
009062,Middle East and North Africa,Cosmetics      ,Offline,L,20190905,762324845,1341754.75
009063,Europe                      ,Office Supplies,Online ,M,20151014,868569934,1010000.00
009064,Middle East and North Africa,Meat           ,Offline,H,20111224,741424214,0157643.20
009065,Sub-Saharan Africa          ,Office Supplies,Offline,L,20100304,349686515,1119206.25
009066,Asia                        ,Cosmetics      ,Offline,C,20131007,182468163,0910904.94
009067,Europe                      ,Household      ,Offline,L,20110822,799192988,1296008.63
009068,Sub-Saharan Africa          ,Meat           ,Online ,H,20150721,579597318,0262033.20
009069,Middle East and North Africa,Personal Care  ,Offline,H,20120116,673729979,0013231.68
009070,Central America and the Cari,Office Supplies,Online ,H,20100713,951952302,0340243.75
009071,Central America and the Cari,Meat           ,Online ,H,20160807,454938113,0294694.41
009072,Europe                      ,Vegetables     ,Online ,H,20151214,543673741,0252330.61
009073,Europe                      ,Office Supplies,Online ,H,20111029,849458014,0297697.50
009074,Europe                      ,Beverages      ,Online ,H,20190830,623902261,0084532.68
009075,Europe                      ,Cereal         ,Offline,M,20181223,988930308,0470324.31
009076,Middle East and North Africa,Cosmetics      ,Offline,C,20120305,886778485,1097989.00
009077,Australia and Oceania       ,Cosmetics      ,Online ,L,20190320,229995620,1681322.88
009078,Sub-Saharan Africa          ,Baby Food      ,Offline,H,20181009,351443040,0830147.63
009079,Europe                      ,Clothes        ,Online ,C,20171006,854294574,0264677.75
009080,Australia and Oceania       ,Cereal         ,Offline,M,20131202,962036550,0606664.31
009081,Europe                      ,Beverages      ,Offline,C,20111027,868467795,0121756.50
009082,Europe                      ,Snacks         ,Online ,C,20170719,387699639,0429761.16
009083,Sub-Saharan Africa          ,Personal Care  ,Online ,H,20111216,304155910,0133995.81
009084,Australia and Oceania       ,Office Supplies,Online ,H,20200305,122572934,0114887.50
009085,Australia and Oceania       ,Cereal         ,Online ,M,20100109,317999541,0175939.73
009086,Middle East and North Africa,Clothes        ,Offline,C,20141228,985797059,0595671.81
009087,Middle East and North Africa,Snacks         ,Offline,C,20110401,491639316,0322789.56
009088,Europe                      ,Office Supplies,Offline,L,20190401,421512639,0481265.00
009089,Asia                        ,Clothes        ,Offline,L,20121029,631715857,0559245.63
009090,Sub-Saharan Africa          ,Snacks         ,Online ,L,20100205,598860299,0271564.50
009091,Sub-Saharan Africa          ,Clothes        ,Offline,M,20140821,769869792,0031946.40
009092,Asia                        ,Cosmetics      ,Offline,H,20100219,311980664,0150571.42
009093,Europe                      ,Cosmetics      ,Offline,L,20190324,262741744,1734527.13
009094,Sub-Saharan Africa          ,Office Supplies,Offline,L,20120723,380014359,0448061.25
009095,Asia                        ,Meat           ,Online ,M,20100605,491972339,0251851.59
009096,Middle East and North Africa,Cereal         ,Offline,C,20130324,947102010,0654325.75
009097,Sub-Saharan Africa          ,Household      ,Offline,H,20170709,364202201,0725731.69
009098,Europe                      ,Personal Care  ,Offline,M,20100905,582384240,0232882.58
009099,Central America and the Cari,Office Supplies,Online ,H,20181231,811071956,0387587.50
009100,Asia                        ,Cosmetics      ,Online ,L,20161026,780001676,1509887.13
009101,Europe                      ,Fruits         ,Online ,M,20170529,289222228,0014794.99
009102,Sub-Saharan Africa          ,Household      ,Online ,L,20140223,559094941,1238334.50
009103,Central America and the Cari,Personal Care  ,Offline,L,20171219,180293643,0043855.00
009104,Middle East and North Africa,Clothes        ,Offline,M,20191130,963804662,0005287.68
009105,Australia and Oceania       ,Vegetables     ,Offline,M,20171118,290926826,0035857.84
009106,Sub-Saharan Africa          ,Snacks         ,Offline,M,20110409,563271462,0187365.72
009107,Europe                      ,Fruits         ,Offline,C,20170108,652762401,0013869.55
009108,Australia and Oceania       ,Cereal         ,Offline,H,20101024,851635968,0607993.19
009109,Middle East and North Africa,Baby Food      ,Online ,C,20171209,622440993,0285375.22
009110,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20110926,848038804,0150375.66
009111,Sub-Saharan Africa          ,Clothes        ,Offline,C,20150228,681603229,0029155.68
009112,Sub-Saharan Africa          ,Vegetables     ,Online ,M,20200805,696620595,0275814.97
009113,Europe                      ,Meat           ,Offline,L,20160731,636889731,0496438.81
009114,Australia and Oceania       ,Office Supplies,Offline,H,20140718,766521966,1229422.50
009115,Central America and the Cari,Cosmetics      ,Online ,L,20110519,519941127,0171957.44
009116,Asia                        ,Household      ,Offline,L,20160306,751883542,1309764.25
009117,Middle East and North Africa,Cosmetics      ,Offline,C,20121019,587398040,0519523.56
009118,Sub-Saharan Africa          ,Cosmetics      ,Online ,C,20180910,571845948,0135444.73
009119,Sub-Saharan Africa          ,Clothes        ,Online ,M,20150516,420901095,0208716.48
009120,Europe                      ,Office Supplies,Offline,H,20171212,370549809,0350722.50
009121,Sub-Saharan Africa          ,Baby Food      ,Online ,H,20160417,727090919,0116469.90
009122,Central America and the Cari,Beverages      ,Offline,L,20120625,517135751,0012762.90
009123,Europe                      ,Clothes        ,Online ,C,20150610,637608134,0093342.24
009124,Sub-Saharan Africa          ,Clothes        ,Offline,C,20140315,705744397,0316159.19
009125,Sub-Saharan Africa          ,Office Supplies,Online ,H,20150512,409093368,1094966.25
009126,Asia                        ,Beverages      ,Online ,C,20160420,855516374,0080821.26
009127,Asia                        ,Office Supplies,Online ,M,20100731,523187243,0200358.75
009128,Sub-Saharan Africa          ,Beverages      ,Online ,C,20140822,210592305,0122116.68
009129,Middle East and North Africa,Personal Care  ,Online ,H,20190910,786530387,0016915.50
009130,Europe                      ,Fruits         ,Offline,H,20180614,940112817,0022000.89
009131,Asia                        ,Snacks         ,Online ,L,20100627,330763423,0501884.28
009132,Asia                        ,Cereal         ,Online ,H,20180403,938218533,0759039.13
009133,Sub-Saharan Africa          ,Household      ,Offline,H,20170805,312526977,0419628.38
009134,Sub-Saharan Africa          ,Fruits         ,Offline,H,20171206,124050080,0019352.30
009135,Sub-Saharan Africa          ,Office Supplies,Offline,H,20140225,313461673,1152662.50
009136,Sub-Saharan Africa          ,Meat           ,Offline,C,20130507,441748082,0110338.80
009137,Sub-Saharan Africa          ,Baby Food      ,Online ,H,20181003,140208137,0916229.88
009138,Asia                        ,Cereal         ,Offline,C,20130926,460453164,0635899.00
009139,Sub-Saharan Africa          ,Fruits         ,Online ,M,20200731,724406993,0016826.62
009140,Europe                      ,Vegetables     ,Online ,C,20200423,774305951,0201574.09
009141,Sub-Saharan Africa          ,Household      ,Offline,H,20110626,522698867,1170882.50
009142,Europe                      ,Baby Food      ,Online ,C,20150724,402447068,0180791.95
009143,Middle East and North Africa,Meat           ,Offline,L,20180127,916724383,0455998.41
009144,Europe                      ,Snacks         ,Offline,M,20160929,389017140,0423034.09
009145,Sub-Saharan Africa          ,Beverages      ,Offline,H,20160228,813124167,0005715.90
009146,Europe                      ,Fruits         ,Online ,M,20110916,203156793,0017988.24
009147,Sub-Saharan Africa          ,Meat           ,Online ,H,20160426,243538844,0423909.19
009148,Asia                        ,Fruits         ,Offline,M,20120507,439006650,0001633.98
009149,Sub-Saharan Africa          ,Baby Food      ,Offline,H,20100525,364609038,0457443.91
009150,Asia                        ,Beverages      ,Online ,H,20111112,115707337,0144494.81
009151,Central America and the Cari,Meat           ,Offline,L,20140425,757975375,0035006.40
009152,Sub-Saharan Africa          ,Snacks         ,Offline,C,20161023,277399480,0414928.50
009153,Sub-Saharan Africa          ,Cereal         ,Offline,M,20140730,330278480,0495749.63
009154,Middle East and North Africa,Vegetables     ,Offline,C,20150113,393223702,0157004.31
009155,Europe                      ,Personal Care  ,Online ,M,20110123,913158977,0072373.28
009156,Middle East and North Africa,Household      ,Online ,L,20180609,157320630,0584198.25
009157,Europe                      ,Meat           ,Offline,L,20170103,963257491,0466294.41
009158,Asia                        ,Clothes        ,Offline,M,20200318,388830888,0187639.20
009159,Middle East and North Africa,Cereal         ,Offline,H,20160401,962214648,0846211.69
009160,Europe                      ,Cereal         ,Offline,H,20160321,331895101,0353562.69
009161,Sub-Saharan Africa          ,Office Supplies,Online ,H,20160906,716671073,0978563.75
009162,Asia                        ,Fruits         ,Offline,H,20150912,355653893,0011435.45
009163,Sub-Saharan Africa          ,Cosmetics      ,Offline,H,20180307,258267390,1028441.06
009164,Australia and Oceania       ,Fruits         ,Offline,H,20191109,154247891,0010203.94
009165,Europe                      ,Beverages      ,Online ,C,20120807,743644225,0151995.95
009166,Central America and the Cari,Cosmetics      ,Offline,H,20110310,546817719,0759811.88
009167,Middle East and North Africa,Baby Food      ,Online ,H,20151109,854442203,0698819.38
009168,Europe                      ,Meat           ,Offline,C,20170823,777504003,0547232.38
009169,Sub-Saharan Africa          ,Office Supplies,Online ,C,20140614,397301948,1177912.50
009170,Asia                        ,Household      ,Online ,C,20160516,315447366,1117020.25
009171,Middle East and North Africa,Beverages      ,Online ,L,20181217,303864085,0140783.41
009172,Sub-Saharan Africa          ,Snacks         ,Offline,H,20190412,654788434,0292407.41
009173,Europe                      ,Cereal         ,Offline,C,20100717,830769240,0171421.66
009174,Sub-Saharan Africa          ,Baby Food      ,Offline,H,20190722,814667832,0687316.19
009175,Asia                        ,Cereal         ,Offline,M,20151021,659658038,0560508.94
009176,Sub-Saharan Africa          ,Household      ,Online ,C,20130123,939226186,1119506.13
009177,Central America and the Cari,Cereal         ,Offline,M,20100724,497171103,0250975.47
009178,Europe                      ,Vegetables     ,Offline,M,20190924,497604119,0061362.36
009179,Asia                        ,Clothes        ,Online ,M,20160128,374949061,0338852.16
009180,Sub-Saharan Africa          ,Cosmetics      ,Online ,L,20190520,983942258,1605515.63
009181,Central America and the Cari,Personal Care  ,Online ,M,20130704,549632537,0183865.22
009182,Middle East and North Africa,Beverages      ,Offline,L,20151125,517381227,0054136.62
009183,Sub-Saharan Africa          ,Baby Food      ,Offline,L,20181009,602862155,0878365.19
009184,Middle East and North Africa,Office Supplies,Offline,C,20151105,142061650,1016817.50
009185,Asia                        ,Baby Food      ,Offline,M,20180518,341278541,0072757.74
009186,Central America and the Cari,Baby Food      ,Online ,M,20171002,227124154,0952752.56
009187,Europe                      ,Fruits         ,Offline,M,20120313,696522319,0012741.67
009188,Europe                      ,Snacks         ,Offline,C,20120222,466709363,0470178.78
009189,Middle East and North Africa,Vegetables     ,Offline,C,20130623,125234115,0531049.56
009190,Sub-Saharan Africa          ,Snacks         ,Offline,M,20130804,779957902,0315952.19
009191,Central America and the Cari,Personal Care  ,Offline,L,20160926,909054553,0207947.88
009192,Sub-Saharan Africa          ,Personal Care  ,Online ,C,20171219,411010396,0149482.91
009193,Europe                      ,Beverages      ,Online ,C,20190310,154624259,0087836.94
009194,Central America and the Cari,Meat           ,Offline,L,20130210,629007470,0351379.59
009195,Sub-Saharan Africa          ,Fruits         ,Offline,H,20100101,593583858,0008456.69
009196,Central America and the Cari,Snacks         ,Online ,L,20101206,228089749,0313195.19
009197,Europe                      ,Baby Food      ,Offline,M,20130213,682573974,0734479.31
009198,Asia                        ,Vegetables     ,Online ,M,20150422,927397859,0409713.69
009199,Asia                        ,Meat           ,Online ,H,20120517,903235232,0356470.41
009200,Europe                      ,Clothes        ,Offline,H,20110531,171072423,0219291.84
009201,Middle East and North Africa,Clothes        ,Online ,M,20150830,162208259,0725807.50
009202,Sub-Saharan Africa          ,Meat           ,Offline,M,20190305,128254067,0119147.60
009203,Asia                        ,Meat           ,Online ,L,20120228,291133677,0101816.00
009204,Sub-Saharan Africa          ,Household      ,Online ,M,20180601,493083417,0529507.38
009205,Europe                      ,Vegetables     ,Offline,L,20150211,646652114,0478841.06
009206,Asia                        ,Fruits         ,Offline,L,20130107,284701097,0019848.76
009207,Asia                        ,Meat           ,Online ,C,20190119,810404193,0312598.00
009208,Australia and Oceania       ,Clothes        ,Offline,C,20200329,547247731,0118972.80
009209,Europe                      ,Baby Food      ,Offline,L,20100623,589030539,0582924.69
009210,Europe                      ,Clothes        ,Online ,M,20170324,749863946,0019094.40
009211,Sub-Saharan Africa          ,Clothes        ,Offline,M,20100827,914171779,0190870.56
009212,Europe                      ,Fruits         ,Offline,H,20151120,586690366,0008608.52
009213,Sub-Saharan Africa          ,Cereal         ,Online ,H,20110609,242468535,0060506.97
009214,Asia                        ,Fruits         ,Offline,L,20200207,876867616,0008357.88
009215,Asia                        ,Vegetables     ,Online ,L,20180118,855561435,0536352.50
009216,Europe                      ,Office Supplies,Offline,M,20150116,864536321,0550955.00
009217,North America               ,Household      ,Online ,M,20161230,760091102,1110888.25
009218,Sub-Saharan Africa          ,Baby Food      ,Online ,M,20200821,918837106,0304163.78
009219,Sub-Saharan Africa          ,Household      ,Online ,M,20181106,887698161,1403235.88
009220,Europe                      ,Vegetables     ,Online ,L,20160916,733910596,0587677.19
009221,Europe                      ,Baby Food      ,Online ,H,20150617,595023238,0906260.44
009222,Europe                      ,Fruits         ,Online ,L,20171101,228897416,0011295.67
009223,Europe                      ,Snacks         ,Online ,C,20120118,363706958,0431525.63
009224,Sub-Saharan Africa          ,Vegetables     ,Online ,C,20191119,447938191,0234843.59
009225,Central America and the Cari,Vegetables     ,Online ,L,20160705,900389945,0268176.25
009226,Sub-Saharan Africa          ,Cereal         ,Online ,M,20100910,860173547,0294295.97
009227,Australia and Oceania       ,Cereal         ,Offline,H,20180112,436712825,0166903.56
009228,Australia and Oceania       ,Personal Care  ,Offline,H,20121112,259744107,0072874.48
009229,Central America and the Cari,Snacks         ,Offline,C,20190226,129316222,0352840.88
009230,Europe                      ,Snacks         ,Offline,C,20190804,365790498,0242174.88
009231,Asia                        ,Household      ,Online ,H,20140530,459840762,0986922.13
009232,Europe                      ,Vegetables     ,Offline,L,20160116,422453343,0138065.31
009233,Sub-Saharan Africa          ,Clothes        ,Online ,L,20110910,334927070,0089449.92
009234,Middle East and North Africa,Household      ,Online ,C,20110614,798873269,0531661.81
009235,Asia                        ,Snacks         ,Offline,L,20101116,686215770,0294999.00
009236,Sub-Saharan Africa          ,Snacks         ,Offline,H,20170920,289190900,0378756.66
009237,Sub-Saharan Africa          ,Vegetables     ,Offline,M,20140704,870347487,0253593.20
009238,Asia                        ,Clothes        ,Online ,L,20170507,612546861,0373295.53
009239,Europe                      ,Household      ,Offline,H,20170212,468962848,0892124.56
009240,Sub-Saharan Africa          ,Cosmetics      ,Online ,C,20161121,113081777,0393815.56
009241,Sub-Saharan Africa          ,Clothes        ,Offline,L,20151127,188702476,0008151.84
009242,Asia                        ,Meat           ,Online ,C,20141122,959936273,0304876.00
009243,Europe                      ,Meat           ,Offline,M,20100930,961206996,0078078.00
009244,Central America and the Cari,Clothes        ,Online ,C,20120723,147250974,0270993.59
009245,Asia                        ,Vegetables     ,Online ,C,20141119,343117034,0303655.31
009246,Sub-Saharan Africa          ,Beverages      ,Online ,C,20131010,294166505,0145027.27
009247,Sub-Saharan Africa          ,Meat           ,Online ,M,20120224,616073215,0492492.00
009248,Asia                        ,Household      ,Online ,H,20140530,644823491,1069787.13
009249,Europe                      ,Cereal         ,Online ,H,20100609,686716163,0303686.53
009250,North America               ,Vegetables     ,Offline,L,20121230,668362557,0138128.44
009251,Central America and the Cari,Beverages      ,Offline,M,20200426,586686503,0038038.14
009252,Australia and Oceania       ,Cereal         ,Offline,M,20101001,958924329,0520289.06
009253,Sub-Saharan Africa          ,Office Supplies,Offline,H,20120405,572624862,0161095.00
009254,Sub-Saharan Africa          ,Beverages      ,Online ,H,20110721,535649430,0147595.50
009255,Europe                      ,Beverages      ,Online ,H,20121114,226171863,0127394.10
009256,Europe                      ,Office Supplies,Offline,H,20110409,442678487,0916070.00
009257,Sub-Saharan Africa          ,Meat           ,Online ,H,20190508,253968131,0209866.80
009258,Australia and Oceania       ,Beverages      ,Online ,L,20190218,149152123,0098391.78
009259,Europe                      ,Snacks         ,Online ,C,20100309,687654292,0057400.74
009260,Asia                        ,Household      ,Offline,H,20141219,249210965,0980624.44
009261,Asia                        ,Meat           ,Online ,C,20200104,883870971,0338452.41
009262,Europe                      ,Personal Care  ,Online ,C,20130508,661995637,0202359.50
009263,Europe                      ,Clothes        ,Offline,L,20110407,424258792,0474348.97
009264,Middle East and North Africa,Fruits         ,Online ,L,20100222,631646764,0017277.29
009265,Sub-Saharan Africa          ,Household      ,Online ,C,20130327,915458381,0552378.06
009266,Europe                      ,Cereal         ,Offline,C,20140802,527304971,0010099.26
009267,Europe                      ,Beverages      ,Offline,M,20150207,589110362,0151933.31
